Player,Batting Classification,Bowling Classification,DOB,Debut Date
A Gbla,Right-hand batsman,Right-arm medium pace,1997-10-15,2021-10-19
M Kpaka,Right-hand batsman,Right-arm medium pace,1996-08-28,2021-10-19
S Williams,Right-hand batsman,Right-arm medium pace,-,2021-10-19
Bilal Aftab,Right-hand batsman,Right-arm medium-fast,2003-05-09,2021-10-19
C Brennan,Right-hand batsman,Right-arm medium-fast,2005-09-23,2021-10-19
L Zulu,Right-hand batsman,Right-arm medium-fast,1992-10-14,2021-10-20
C Rice,Right-hand batsman,Slow left-arm orthodox,1995-05-22,2021-10-20
HL Harji,Right-hand batsman,Right-arm medium-fast,1988-08-04,2021-10-20
K Govind,Right-hand batsman,null,1984-08-05,2021-10-20
ME Leoela,Left-hand batsman,null,2002-03-01,2021-10-20
S Ogundipe,Left-hand batsman,Slow left-arm orthodox,2000-09-03,2021-10-20
OT Sankoh,Right-hand batsman,Right-arm off-break,2000-11-18,2021-10-20
Absar Khan,null,null,-,2021-10-20
Aaftab Alam Khan,Right-hand batsman,Right-arm medium-fast,1986-01-31,2021-10-21
B Kalki Kumar,Right-hand batsman,Right-arm off-break,1991-03-24,2021-10-21
PA Raikes,Right-hand batsman,null,1990-04-20,2021-10-21
AV Reyes,Right-hand batsman,Right-arm medium pace,1984-03-07,2021-10-21
I Mansaray,Right-hand batsman,null,1992-12-22,2021-10-21
W Jackson,Right-hand batsman,null,2003-05-22,2021-10-22
P Byron,null,null,-,2021-10-22
Osama Mahmood,Left-hand batsman,Right-arm medium-fast,1995-09-26,2021-10-22
Idrees Ul Haque,Right-hand batsman,null,1987-02-09,2021-10-22
Anser Mehmood,Right-hand batsman,Right-arm off-break,1985-01-01,2021-10-22
Arjun Vinod,null,null,1995-05-18,2021-10-22
Ashwin Vinod,Right-hand batsman,Right-arm medium-fast,1997-07-01,2021-10-22
A Andrews,Right-hand batsman,Right-arm medium pace,1998-06-02,2021-10-22
Asad Mahmood,Right-hand batsman,Right-arm off-break,1982-02-28,2021-10-22
Ali Nayyer,null,null,1992-10-22,2021-10-22
Noorkhan Ahmedi,Right-hand batsman,Right-arm medium-fast,2000-01-01,2021-10-22
N Henderson,Right-hand batsman,null,1999-01-09,2021-10-22
S Franklin,Left-hand batsman,Left-arm medium-fast,1993-12-28,2021-10-22
Ahsan Khan,Right-hand batsman,Right-arm medium-fast,1994-10-13,2021-10-22
A Lilov,Right-hand batsman,Right-arm medium pace,1979-09-10,2021-10-22
NK Aneesh Kumar,Left-hand batsman,Slow left-arm orthodox,1983-08-05,2021-10-22
Muhammad Murad,Left-hand batsman,Left-arm fast-medium,1999-12-07,2021-10-23
Haider Ali Butt,Right-hand batsman,null,1996-10-22,2021-10-23
Waseeq Ahmed,Left-hand batsman,Slow left-arm orthodox,1986-11-03,2021-10-23
Imran Arif,Right-hand batsman,Leg-break and googly,1989-06-15,2021-10-23
Amir Shahzad,Right-hand batsman,null,1989-06-11,2021-10-23
Ishtiaq Ahmad,Right-hand batsman,Right-arm medium-fast,1993-11-01,2021-10-23
Zain Ul Abidin,Right-hand batsman,Slow left-arm orthodox,1992-05-07,2021-10-23
Hisham Sheikh,Right-hand batsman,Right-arm medium pace,1996-07-17,2021-10-23
Imran Yousuf,Right-hand batsman,Leg-break and googly,1989-06-15,2021-10-23
Zeeshan Butt,Right-hand batsman,null,1996-06-20,2021-10-23
D Robeson,Right-hand batsman,null,1976-06-17,2021-10-23
M Martin,Right-hand batsman,null,1989-08-06,2021-10-23
DS Vosloo,Right-hand batsman,Right-arm off-break,1986-11-26,2021-10-23
Zoheb Malek,Right-hand batsman,Right-arm off-break,1988-12-13,2021-10-23
ED Silva,Right-hand batsman,null,1987-04-04,2021-10-24
Usman Khalid,Left-hand batsman,null,1983-12-19,2021-10-25
J Thomas,Right-hand batsman,Right-arm off-break,1990-05-26,2021-10-25
KJ Ferrary,Right-hand batsman,null,1989-06-08,2021-10-25
SO Olayinka,Right-hand batsman,null,1988-08-12,2021-10-26
R Abdulkareem,Right-hand batsman,Right-arm off-break,2005-01-25,2021-10-26
C Bah,null,null,-,2021-10-26
P Kurup,Right-hand batsman,null,1987-11-07,2021-10-27
Zahid Khan,null,null,-,2021-11-02
AR Patwa,Right-hand batsman,Right-arm medium pace,1987-02-05,2021-11-02
II Selemani,Right-hand batsman,Right-arm off-break,2000-06-20,2021-11-02
JC Darji,null,null,1987-08-09,2021-11-02
Jitin Singh,null,null,1984-02-28,2021-11-02
SK Thakor,Right-hand batsman,Leg-break and googly,1990-07-13,2021-11-02
HA Chohan,null,null,1998-06-27,2021-11-02
SA Jumbe,Left-hand batsman,Right-arm fast-medium,1997-06-04,2021-11-02
K Nassoro,Right-hand batsman,Right-arm off-break,1988-05-13,2021-11-02
AM Kimote,Right-hand batsman,Right-arm medium pace,1992-05-26,2021-11-02
NK Mapunda,null,null,1991-08-12,2021-11-02
RK Kiseto,Right-hand batsman,Right-arm off-break,1989-10-14,2021-11-02
SF Nhavotso,null,null,2003-06-18,2021-11-02
GO Sopinho,Right-hand batsman,null,2000-06-01,2021-11-02
FE Carava,null,null,2001-09-25,2021-11-03
P Abanda,Right-hand batsman,Right-arm medium-fast,1985-03-12,2021-11-03
I Tchakou,Right-hand batsman,Right-arm medium-fast,1993-01-25,2021-11-03
DB Loic,Right-hand batsman,Right-arm medium-fast,1998-11-16,2021-11-03
RGA Amah,Right-hand batsman,Right-arm medium pace,1981-01-29,2021-11-03
BN Toube,Right-hand batsman,Right-arm medium pace,1996-01-28,2021-11-03
JB Abega,Right-hand batsman,null,1986-06-13,2021-11-03
M Fru,Right-hand batsman,Right-arm medium pace,1997-03-12,2021-11-03
AN Toube,Right-hand batsman,null,1986-09-23,2021-11-03
FJ Mpegna,Right-hand batsman,Right-arm medium pace,1990-05-06,2021-11-03
CB Ondoa,Right-hand batsman,null,1982-11-10,2021-11-03
AB Mengoumou,Right-hand batsman,Right-arm medium pace,2004-07-17,2021-11-03
HS Dubey,Left-hand batsman,Slow left-arm orthodox,-,2021-11-04
A Srivastava,Right-hand batsman,Right-arm medium-fast,2001-12-30,2021-11-04
VA Dhaka,Right-hand batsman,Right-arm medium pace,1996-09-04,2021-11-04
T Sonam,Right-hand batsman,null,1997-06-05,2021-11-04
K Gehi,Right-hand batsman,null,1995-06-28,2021-11-04
SS Sharma,Right-hand batsman,null,1993-12-25,2021-11-04
SG Rawat,Left-hand batsman,Right-arm medium-fast,2001-04-06,2021-11-04
AP Patel,Right-hand batsman,Slow left-arm orthodox,2002-02-19,2021-11-04
K Lal,Right-hand batsman,Right-arm off-break,2000-10-19,2021-11-04
P Arya,Left-hand batsman,Right-arm off-break,2001-01-18,2021-11-04
VR Jethi,Right-hand batsman,null,1994-12-02,2021-11-04
A Manor,Right-hand batsman,Right-arm medium pace,2000-12-17,2021-11-04
IP Gadekar,Right-hand batsman,Leg-break,1998-10-31,2021-11-04
B Rout,Right-hand batsman,Leg-break and googly,1993-06-30,2021-11-04
Sharafuddeen,null,null,-,2021-11-04
KR Ganesh,Right-hand batsman,Leg-break,1993-11-12,2021-11-04
SD Chauhan,Right-hand batsman,Right-arm off-break,2000-05-27,2021-11-04
HJ Patel,Right-hand batsman,Right-arm (unknown style),1998-10-13,2021-11-04
J Bhambhu,Right-hand batsman,Right-arm medium pace,1999-03-19,2021-11-04
J Gohil,Right-hand batsman,Right-arm off-break,2000-12-13,2021-11-04
PR Bhut,Right-hand batsman,Slow left-arm orthodox,1997-08-04,2021-11-04
K Kushagra,Right-hand batsman,null,2004-10-23,2021-11-04
SK Sharma,Left-hand batsman,Slow left-arm orthodox,1997-03-26,2021-11-04
SA Ahuja,Right-hand batsman,Right-arm fast-medium,1999-09-23,2021-11-04
B Sai Sudharsan,Left-hand batsman,Leg-break and googly,2001-10-15,2021-11-04
AR Palkar,Right-hand batsman,Right-arm medium pace,1989-09-01,2021-11-04
CS Ishworjit,Right-hand batsman,null,1994-03-01,2021-11-04
UAV Varma,Left-hand batsman,Slow left-arm orthodox,1999-08-03,2021-11-04
K Nithish Kumar Reddy,Right-hand batsman,Right-arm medium-fast,2003-05-26,2021-11-04
M Lekhaz Reddy,Right-hand batsman,Right-arm off-break,2002-01-18,2021-11-04
V Sharma,Left-hand batsman,Slow left-arm orthodox,1999-10-30,2021-11-04
BK Saurabh,Right-hand batsman,Right-arm medium-fast,1999-11-20,2021-11-04
H Raj,Right-hand batsman,Right-arm medium-fast,1994-11-08,2021-11-04
Y Rishav,Right-hand batsman,Leg-break and googly,1997-09-27,2021-11-04
S Sharma,Right-hand batsman,Slow left-arm orthodox,2000-11-14,2021-11-04
PK Vaidik,Left-hand batsman,Left-arm medium-fast,1989-02-15,2021-11-04
V Patil,Right-hand batsman,Right-arm medium pace,2000-09-05,2021-11-04
AH Khan,Right-hand batsman,Right-arm off-break,1996-11-23,2021-11-04
TK Kotian,Right-hand batsman,Right-arm off-break,1998-10-16,2021-11-04
MA Avasthi,Right-hand batsman,Right-arm medium-fast,1992-11-18,2021-11-04
J Lalthankhuma,Right-hand batsman,Right-arm off-break,2000-09-26,2021-11-04
Vikash Kumar,Right-hand batsman,null,1996-12-01,2021-11-04
R Ralte,Right-hand batsman,Right-arm medium-fast,1998-08-06,2021-11-04
K Lyngdoh,Right-hand batsman,Right-arm medium-fast,1998-03-21,2021-11-04
RS Gurung,Right-hand batsman,Right-arm medium-fast,1998-04-14,2021-11-04
BB Sharma,Right-hand batsman,Right-arm off-break,1995-11-15,2021-11-04
VP Iqlas Naha,Left-hand batsman,Right-arm fast-medium,1994-10-11,2021-11-04
V Raja,Left-hand batsman,Left-arm medium pace,1999-01-11,2021-11-04
Sanvir Singh,Right-hand batsman,Right-arm medium pace,1996-10-12,2021-11-04
SB Gohel,Right-hand batsman,Slow left-arm orthodox,1990-09-13,2021-11-04
Amit Ali,Right-hand batsman,Leg-break,2002-10-26,2021-11-04
SS Hossain,Left-hand batsman,Left-arm fast-medium,2000-10-11,2021-11-04
CA Karthik,Right-hand batsman,Right-arm fast-medium,1993-10-08,2021-11-04
Liyan Khan,Right-hand batsman,Right-arm off-break,1991-11-18,2021-11-04
A Luitel,Left-hand batsman,Left-arm medium-fast,1998-04-10,2021-11-04
SJ Desai,Right-hand batsman,Leg-break,1997-12-12,2021-11-05
AA Saha,Right-hand batsman,Right-arm medium pace,1996-09-12,2021-11-05
AS Bedi,Right-hand batsman,Right-arm off-break,1991-11-14,2021-11-05
Mohammad Nazim,Right-hand batsman,Right-arm medium-fast,1992-03-11,2021-11-05
AR Balla,Right-hand batsman,Right-arm medium-fast,1994-07-09,2021-11-05
AA Navicha,null,null,2003-12-29,2021-11-05
PS Kohli,Right-hand batsman,Leg-break,1996-08-09,2021-11-06
Arjit Pannu,Right-hand batsman,Leg-break,1996-04-24,2021-11-06
Arpit Pannu,Right-hand batsman,Right-arm off-break,1996-04-24,2021-11-06
ND Surlaker,Right-hand batsman,Right-arm medium pace,1998-05-30,2021-11-06
Henan Nazir,Right-hand batsman,Right-arm medium pace,1997-03-25,2021-11-06
MB Darshan,Right-hand batsman,Right-arm medium pace,1996-01-19,2021-11-06
V Vyshak,Right-hand batsman,Right-arm medium pace,1997-10-31,2021-11-06
P Tapaswi,Right-hand batsman,Right-arm medium pace,1996-08-13,2021-11-06
Shubham Kumar Singh,Right-hand batsman,Right-arm medium-fast,1998-12-06,2021-11-06
K Rajnish,Left-hand batsman,Right-arm off-break,1993-12-28,2021-11-06
MM Raj,Right-hand batsman,Right-arm medium pace,2003-03-11,2021-11-06
RR Ragupathy,Right-hand batsman,null,1996-05-12,2021-11-06
VA Bhatt,Right-hand batsman,null,1995-11-25,2021-11-06
AA Jasani,Left-hand batsman,Slow left-arm orthodox,1998-12-15,2021-11-06
MO Kitunda,Right-hand batsman,null,1999-06-28,2021-11-06
ZR Jabeneke,Left-hand batsman,Right-arm medium pace,1994-01-01,2021-11-06
N Ndouteng,Right-hand batsman,Right-arm medium-fast,1987-08-13,2021-11-07
C Brown,Right-hand batsman,Right-arm medium pace,1977-12-17,2021-11-07
ML Castillo,Left-hand batsman,Right-arm off-break,2003-02-08,2021-11-07
KK Tillett,Right-hand batsman,Right-arm medium-fast,2000-10-25,2021-11-07
TW Samuels,Right-hand batsman,Right-arm medium-fast,1997-10-08,2021-11-07
RK Pathan,Right-hand batsman,Right-arm fast-medium,1991-12-06,2021-11-07
J Matharu,Left-hand batsman,Right-arm medium-fast,1992-09-06,2021-11-07
J Jagroo,Right-hand batsman,Right-arm off-break,1993-01-15,2021-11-07
MS Graham,null,null,1978-09-27,2021-11-07
K Hinds,Left-hand batsman,Slow left-arm orthodox,2000-09-11,2021-11-07
O Stewart,Right-hand batsman,Right-arm medium-fast,1992-06-25,2021-11-07
E Haven,Right-hand batsman,null,1975-01-01,2021-11-07
R Davson,Right-hand batsman,null,1978-02-15,2021-11-07
G Irvin,null,null,1973-07-14,2021-11-07
RP Mitchell,Right-hand batsman,Right-arm fast-medium,1989-06-25,2021-11-07
SP Guzman,Right-hand batsman,null,1991-06-23,2021-11-07
Rizwan Mangera,Right-hand batsman,null,1989-04-26,2021-11-07
MB Jasat,Left-hand batsman,Right-arm medium pace,1992-11-20,2021-11-07
I Hafejee,Right-hand batsman,Right-arm medium pace,1983-01-20,2021-11-07
D Ahir,Left-hand batsman,Slow left-arm orthodox,1981-01-22,2021-11-07
A Jasat,Right-hand batsman,Left-arm medium pace,1994-07-17,2021-11-07
K Ahir,Right-hand batsman,Right-arm medium pace,1986-01-12,2021-11-07
A Doria,Right-hand batsman,Right-arm medium pace,1983-03-13,2021-11-07
YB Kothari,Right-hand batsman,Slow left-arm orthodox,1995-10-06,2021-11-08
MS Akhil,Right-hand batsman,Leg-break,1991-03-05,2021-11-08
S Alam,Right-hand batsman,Right-arm off-break,1995-04-02,2021-11-08
S Kumar Singh,Right-hand batsman,Right-arm off-break,1999-12-12,2021-11-08
SJ Anand,Left-hand batsman,Slow left-arm orthodox,1997-09-27,2021-11-08
AE Al Quraishi,Left-hand batsman,Right-arm off-break,1997-12-02,2021-11-08
P Saravana Kumar,Right-hand batsman,Right-arm medium pace,1989-08-26,2021-11-08
R Silambarasan,Right-hand batsman,Right-arm medium-fast,1993-03-07,2021-11-08
D Parashar,Right-hand batsman,null,1997-09-26,2021-11-08
L Prabagaran,Right-hand batsman,null,2000-02-12,2021-11-08
M Pooviarasan,Right-hand batsman,Right-arm medium-fast,2001-07-26,2021-11-08
H Phukan,Right-hand batsman,Leg-break and googly,1998-02-09,2021-11-08
R Hmamte,Left-hand batsman,Slow left-arm orthodox,2002-06-07,2021-11-08
NY Mozhui,Left-hand batsman,Right-arm medium-fast,1995-12-02,2021-11-08
TK Tatar,Right-hand batsman,null,1995-10-06,2021-11-08
VR Rao,Right-hand batsman,Right-arm medium pace,1997-01-06,2021-11-08
A Thakur,Left-hand batsman,Leg-break,1992-09-16,2021-11-08
N Kanwar,Right-hand batsman,Right-arm fast-medium,1998-08-15,2021-11-08
SB Dubey,Right-hand batsman,Right-arm off-break,1994-08-27,2021-11-08
SS Neral,Right-hand batsman,Right-arm medium pace,1994-06-03,2021-11-08
SN Laiphangbam,Right-hand batsman,Right-arm (unknown style),1997-12-29,2021-11-08
MS Chongtham,Right-hand batsman,Right-arm off-break,1989-02-10,2021-11-08
T Gusain,Right-hand batsman,null,2001-02-07,2021-11-08
TAM Patterson,Left-hand batsman,Right-arm off-break,1990-04-14,2021-11-08
Muhammad Zaghlool,Right-hand batsman,Slow left-arm orthodox,1980-10-12,2021-11-08
B Jagroo,Right-hand batsman,Right-arm off-break,1994-12-20,2021-11-08
A Kirschbaum,Right-hand batsman,Right-arm off-break,2001-11-30,2021-11-08
T Rossi,Right-hand batsman,Right-arm medium-fast,2001-03-28,2021-11-08
PL Bruno,Right-hand batsman,Right-arm medium-fast,1988-05-25,2021-11-08
NN Banner,Left-hand batsman,Left-arm medium-fast,2004-12-20,2021-11-08
Y Bhoola,Right-hand batsman,Right-arm medium-fast,1998-04-29,2021-11-08
N Ahir,Right-hand batsman,Right-arm medium-fast,1998-06-08,2021-11-08
D Sabir,Right-hand batsman,null,2003-06-05,2021-11-08
AA Sengupta,Right-hand batsman,Right-arm (unknown style),2000-10-26,2021-11-09
PH Solanki,Right-hand batsman,Leg-break and googly,2000-02-22,2021-11-09
SK Yadav,Left-hand batsman,Slow left-arm orthodox,1991-06-20,2021-11-09
Anunay Singh,Right-hand batsman,null,1993-01-03,2021-11-09
SK Arora,Left-hand batsman,null,2001-12-01,2021-11-09
D Nainwal,Right-hand batsman,Right-arm off-break,1997-11-04,2021-11-09
Y Chaudhary,Left-hand batsman,Slow left-arm orthodox,2001-10-06,2021-11-09
Irfan-ul-Haq,Right-hand batsman,Right-arm medium-fast,1996-04-08,2021-11-09
H Rathod,Right-hand batsman,Slow left-arm orthodox,1998-08-03,2021-11-09
B Shiva,Right-hand batsman,Left-arm medium-fast,1996-06-20,2021-11-09
SR Ramaswamy,Right-hand batsman,Leg-break,1995-04-01,2021-11-09
S Rai,null,null,-,2021-11-09
IT Toku,Right-hand batsman,Right-arm medium pace,1994-09-29,2021-11-09
SB Chouhan,Right-hand batsman,Right-arm medium pace,1997-12-30,2021-11-09
MP Jain,Right-hand batsman,null,1999-03-29,2021-11-09
N Hooda,Right-hand batsman,Right-arm medium-fast,1999-05-01,2021-11-09
EN Sanketh,null,null,-,2021-11-09
T Gupta,Right-hand batsman,Leg-break and googly,2001-09-24,2021-11-09
M Beri,Right-hand batsman,Left-arm fast-medium,1993-11-28,2021-11-09
SD Salam,Right-hand batsman,Right-arm medium pace,1996-03-01,2021-11-09
B Lalnunfela,Right-hand batsman,Right-arm off-break,2002-04-07,2021-11-09
Z Burgess,null,null,-,2021-11-10
S Goud,Left-hand batsman,Left-arm medium-fast,1984-02-19,2021-11-10
EM Nino,Right-hand batsman,Right-arm medium-fast,1986-05-05,2021-11-10
A Mustafa,Right-hand batsman,null,1992-07-16,2021-11-10
WC Broaster,Right-hand batsman,Right-arm medium-fast,2000-11-21,2021-11-11
TO Carmichael,Left-hand batsman,Slow left-arm orthodox,1992-07-04,2021-11-11
A Harris,Right-hand batsman,null,2004-07-07,2021-11-13
JT Darrell,Right-hand batsman,Right-arm fast-medium,2001-08-24,2021-11-13
RR Joshi,Left-hand batsman,Left-arm medium-fast,2000-11-04,2021-11-14
SV Movva,Right-hand batsman,null,1993-09-04,2021-11-14
S Vishweshwar,Right-hand batsman,Right-arm fast-medium,1997-07-25,2021-11-16
A Manohar,Right-hand batsman,Leg-break,1994-09-16,2021-11-16
S Singh,Right-hand batsman,Right-arm off-break,2001-02-11,2021-11-17
TB Robinson,Right-hand batsman,Right-arm medium pace,2002-04-28,2021-11-26
JM Gibson,Right-hand batsman,Right-arm medium pace,1997-08-07,2021-11-28
SM Elliott,Right-hand batsman,Right-arm fast-medium,2000-02-18,2021-12-05
BL Couch,Left-hand batsman,Right-arm fast,1999-12-05,2021-12-05
Syed Fariuddin,Right-hand batsman,Slow left-arm orthodox,2001-05-15,2021-12-05
LCJ Guthrie,Left-hand batsman,Left-arm fast-medium,1997-04-03,2021-12-06
JL Seymour,null,null,1992-03-13,2021-12-07
DR Drew,Right-hand batsman,Right-arm off-break,1996-05-22,2021-12-07
Shiraz Ahmed,Right-hand batsman,Left-arm fast-medium,-,2021-12-08
MJ Hay,Right-hand batsman,null,2000-08-20,2021-12-10
JJ Kann,Right-hand batsman,Right-arm fast,1999-11-15,2021-12-11
TJ Kelly,Right-hand batsman,null,2000-12-14,2021-12-11
AW McKenzie,Left-hand batsman,Right-arm medium pace,1998-07-17,2021-12-12
CJ Briggs,Right-hand batsman,null,1997-08-20,2021-12-17
A Ashok,Right-hand batsman,Leg-break and googly,2002-09-05,2021-12-17
RM Scott,Left-hand batsman,null,1995-09-25,2021-12-22
RR Behera,Right-hand batsman,Right-arm off-break,2003-11-10,2021-12-22
SJ Modani,Right-hand batsman,Right-arm off-break,1989-01-05,2021-12-22
Yasir Mohammad,Left-hand batsman,Leg-break and googly,2002-10-10,2021-12-22
VM Vaghela,Left-hand batsman,Slow left-arm orthodox,2002-03-20,2021-12-23
BR Wheeler-Greenall,Right-hand batsman,Right-arm medium-fast,2002-06-03,2021-12-29
MTMMJ Ave,Right-hand batsman,null,1998-07-06,2021-12-31
TF Rogers,Left-hand batsman,Right-arm medium pace,1999-02-07,2022-01-02
XA Crone,Right-hand batsman,Right-arm medium-fast,1997-12-19,2022-01-02
HJ Hunt,Right-hand batsman,Right-arm medium pace,1997-01-07,2022-01-02
PJ Rowe,Right-hand batsman,null,2001-01-28,2022-01-03
JJNP Bhula,Right-hand batsman,Right-arm off-break,1998-12-12,2022-01-06
JJ Clayton,Left-hand batsman,null,-,2022-01-06
LD Pfeffer,Left-hand batsman,null,1991-04-08,2022-01-06
S McGiffin,Right-hand batsman,Right-arm medium pace,1997-04-16,2022-01-06
W Prestwidge,Left-hand batsman,Right-arm fast,2002-01-15,2022-01-06
RH McDonald,Right-hand batsman,Right-arm fast-medium,1992-06-30,2022-01-06
DMK Grant,Right-hand batsman,Right-arm medium pace,1997-05-24,2022-01-06
WP O'Rourke,Right-hand batsman,Right-arm medium-fast,2001-08-06,2022-01-07
MG Hughes,Left-hand batsman,Right-arm medium pace,1998-03-22,2022-01-08
PG Dooley,Left-hand batsman,Slow left-arm orthodox,1997-05-17,2022-01-08
W Sanders,Right-hand batsman,Right-arm fast-medium,2001-12-20,2022-01-08
TR Murphy,Left-hand batsman,Right-arm off-break,2000-11-15,2022-01-09
NL Bertus,Left-hand batsman,null,1993-07-24,2022-01-22
JM Carder,Left-hand batsman,Right-arm medium pace,1995-12-11,2022-01-26
Ihsan Ullah,Right-hand batsman,null,2002-10-11,2022-01-27
Ashir Qureshi,Right-hand batsman,Leg-break,2001-08-12,2022-01-28
Yasir Khan,Right-hand batsman,null,2002-04-13,2022-01-28
G Kaplan,Right-hand batsman,Right-arm medium pace,1998-02-07,2022-02-07
JR Raubenheimer,Right-hand batsman,Right-arm off-break,1999-01-04,2022-02-10
Shoaib Khan,Right-hand batsman,Right-arm medium pace,1992-12-06,2022-02-11
BK Yadav,Right-hand batsman,Right-arm medium pace,2003-10-07,2022-02-11
S Dhakal,Right-hand batsman,Slow left-arm orthodox,2001-12-14,2022-02-11
Zeeshan Zameer,Right-hand batsman,Right-arm medium-fast,2002-08-10,2022-02-12
L Bam,null,null,-,2022-02-12
A Mhletywa,Right-hand batsman,Right-arm fast-medium,1996-07-02,2022-02-12
S Tait,Left-hand batsman,Left-arm medium-fast,1996-03-14,2022-02-12
CP Klijnhans,Left-hand batsman,Leg-break,2000-02-09,2022-02-14
TI Isaacs,Left-hand batsman,Right-arm medium pace,2002-01-03,2022-02-15
